Subject,Channel_Pair,Band,Coherence
H S16 EC.fif,Fp1-Cz,Gamma,0.13277838052189297
H S16 EC.fif,Fp1-Pz,Delta,0.491294417559845
H S16 EC.fif,Fp1-Pz,Theta,0.4750186269465404
H S16 EC.fif,Fp1-Pz,Alpha,0.45398065251913233
H S16 EC.fif,Fp1-Pz,Beta,0.2782579459283044
H S16 EC.fif,Fp1-Pz,Gamma,0.29386761535434347
H S16 EC.fif,F3-C3,Delta,0.23393807905927516
H S16 EC.fif,F3-C3,Theta,0.32321543508408496
H S16 EC.fif,F3-C3,Alpha,0.496981060043082
H S16 EC.fif,F3-C3,Beta,0.22602420478516166
H S16 EC.fif,F3-C3,Gamma,0.11513780289602718
H S16 EC.fif,F3-P3,Delta,0.07567237185909066
H S16 EC.fif,F3-P3,Theta,0.06724542215182515
H S16 EC.fif,F3-P3,Alpha,0.10771154930045884
H S16 EC.fif,F3-P3,Beta,0.024296557386540386
H S16 EC.fif,F3-P3,Gamma,0.02157809981774849
H S16 EC.fif,F3-O1,Delta,0.3652978470642458
H S16 EC.fif,F3-O1,Theta,0.28930810084809405
H S16 EC.fif,F3-O1,Alpha,0.47928793094331823
H S16 EC.fif,F3-O1,Beta,0.18297144947588995
H S16 EC.fif,F3-O1,Gamma,0.11084777286456066
H S16 EC.fif,F3-F7,Delta,0.2277009166168513
H S16 EC.fif,F3-F7,Theta,0.3382396580263604
H S16 EC.fif,F3-F7,Alpha,0.5316331077766638
H S16 EC.fif,F3-F7,Beta,0.3148411307636174
H S16 EC.fif,F3-F7,Gamma,0.2026078258970928
H S16 EC.fif,F3-T3,Delta,0.14864267284753557
H S16 EC.fif,F3-T3,Theta,0.10634979087589773
H S16 EC.fif,F3-T3,Alpha,0.13697115645621
H S16 EC.fif,F3-T3,Beta,0.015462454711442013
H S16 EC.fif,F3-T3,Gamma,0.008510539175026768
H S16 EC.fif,F3-T5,Delta,0.1072186096463924
H S16 EC.fif,F3-T5,Theta,0.0589416735928425
H S16 EC.fif,F3-T5,Alpha,0.13376449684835456
H S16 EC.fif,F3-T5,Beta,0.026502100471307376
H S16 EC.fif,F3-T5,Gamma,0.019465676319285467
H S16 EC.fif,F3-Fz,Delta,0.4118790892256139
H S16 EC.fif,F3-Fz,Theta,0.5245168323164622
H S16 EC.fif,F3-Fz,Alpha,0.6898993023674058
H S16 EC.fif,F3-Fz,Beta,0.20947185745386293
H S16 EC.fif,F3-Fz,Gamma,0.01308075161459418
H S16 EC.fif,F3-Fp2,Delta,0.1578982955761348
H S16 EC.fif,F3-Fp2,Theta,0.11728982273848275
H S16 EC.fif,F3-Fp2,Alpha,0.39916749144619235
H S16 EC.fif,F3-Fp2,Beta,0.07581674306628973
H S16 EC.fif,F3-Fp2,Gamma,0.015986164376071966
H S16 EC.fif,F3-F4,Delta,0.09072755072978458
H S16 EC.fif,F3-F4,Theta,0.14448497729005774
H S16 EC.fif,F3-F4,Alpha,0.43480465697022225
H S16 EC.fif,F3-F4,Beta,0.07770229715475392
H S16 EC.fif,F3-F4,Gamma,0.028669746106327408
H S16 EC.fif,F3-C4,Delta,0.032663687454418236
H S16 EC.fif,F3-C4,Theta,0.06118818105282607
H S16 EC.fif,F3-C4,Alpha,0.09700721124426703
H S16 EC.fif,F3-C4,Beta,0.011620041576725266
H S16 EC.fif,F3-C4,Gamma,0.02856662603570923
H S16 EC.fif,F3-P4,Delta,0.2668308086991698
H S16 EC.fif,F3-P4,Theta,0.42453311321379833
H S16 EC.fif,F3-P4,Alpha,0.49184729447935016
H S16 EC.fif,F3-P4,Beta,0.2463294501939262
H S16 EC.fif,F3-P4,Gamma,0.13843437901372793
H S16 EC.fif,F3-O2,Delta,0.45560193840447516
H S16 EC.fif,F3-O2,Theta,0.4764508674545946
H S16 EC.fif,F3-O2,Alpha,0.621395939558719
H S16 EC.fif,F3-O2,Beta,0.23249456326876985
H S16 EC.fif,F3-O2,Gamma,0.06563848301682436
H S16 EC.fif,F3-F8,Delta,0.004537052891314072
H S16 EC.fif,F3-F8,Theta,0.008543207269550733
H S16 EC.fif,F3-F8,Alpha,0.15794728227228527
H S16 EC.fif,F3-F8,Beta,0.021028953368193926
H S16 EC.fif,F3-F8,Gamma,0.01631410049592235
H S16 EC.fif,F3-T4,Delta,0.1298399773388123
H S16 EC.fif,F3-T4,Theta,0.17352109114780595
H S16 EC.fif,F3-T4,Alpha,0.04614655586350735
H S16 EC.fif,F3-T4,Beta,0.05572340110177168
H S16 EC.fif,F3-T4,Gamma,0.06145287602064338
H S16 EC.fif,F3-T6,Delta,0.5487556272240972
H S16 EC.fif,F3-T6,Theta,0.5254892882328879
H S16 EC.fif,F3-T6,Alpha,0.5558988975744336
H S16 EC.fif,F3-T6,Beta,0.28652701628631405
H S16 EC.fif,F3-T6,Gamma,0.18348116198981673
H S16 EC.fif,F3-Cz,Delta,0.05692134718013361
H S16 EC.fif,F3-Cz,Theta,0.07420160992906767
H S16 EC.fif,F3-Cz,Alpha,0.3754006043527159
H S16 EC.fif,F3-Cz,Beta,0.11840769782631946
H S16 EC.fif,F3-Cz,Gamma,0.037353587405885055
H S16 EC.fif,F3-Pz,Delta,0.1559674024231214
H S16 EC.fif,F3-Pz,Theta,0.18812465807896536
H S16 EC.fif,F3-Pz,Alpha,0.175984608196723
H S16 EC.fif,F3-Pz,Beta,0.061777099196369534
H S16 EC.fif,F3-Pz,Gamma,0.029871373636782907
H S16 EC.fif,C3-P3,Delta,0.17174124865261065
H S16 EC.fif,C3-P3,Theta,0.1377683809586618
H S16 EC.fif,C3-P3,Alpha,0.07489386405896109
H S16 EC.fif,C3-P3,Beta,0.0730192725812976
H S16 EC.fif,C3-P3,Gamma,0.04514552182671522
H S16 EC.fif,C3-O1,Delta,0.025372870965548324
H S16 EC.fif,C3-O1,Theta,0.03529156528243706
H S16 EC.fif,C3-O1,Alpha,0.2013533175868911
H S16 EC.fif,C3-O1,Beta,0.014927970111201266
H S16 EC.fif,C3-O1,Gamma,0.010639127972801348
H S16 EC.fif,C3-F7,Delta,0.006858149649972743
H S16 EC.fif,C3-F7,Theta,0.03469876985065173
H S16 EC.fif,C3-F7,Alpha,0.20887054800167845
H S16 EC.fif,C3-F7,Beta,0.034531705747664565
H S16 EC.fif,C3-F7,Gamma,0.023824288034862754
H S16 EC.fif,C3-T3,Delta,0.1322337231423479
H S16 EC.fif,C3-T3,Theta,0.1449451589836819
H S16 EC.fif,C3-T3,Alpha,0.16596750867514837
H S16 EC.fif,C3-T3,Beta,0.02551907947839385
H S16 EC.fif,C3-T3,Gamma,0.013796985683462222
H S16 EC.fif,C3-T5,Delta,0.016027045380888363
H S16 EC.fif,C3-T5,Theta,0.02932518520999879
H S16 EC.fif,C3-T5,Alpha,0.03681407152166425
H S16 EC.fif,C3-T5,Beta,0.008503162455397967
H S16 EC.fif,C3-T5,Gamma,0.01250669887154982
H S16 EC.fif,C3-Fz,Delta,0.0876934400913876
H S16 EC.fif,C3-Fz,Theta,0.14058290544867613
H S16 EC.fif,C3-Fz,Alpha,0.39134905949757565
H S16 EC.fif,C3-Fz,Beta,0.07789263202254099
H S16 EC.fif,C3-Fz,Gamma,0.03034603591819654
H S16 EC.fif,C3-Fp2,Delta,0.11999062253793931
H S16 EC.fif,C3-Fp2,Theta,0.10179523001054513
H S16 EC.fif,C3-Fp2,Alpha,0.10660222771209145
H S16 EC.fif,C3-Fp2,Beta,0.07690052133759841
H S16 EC.fif,C3-Fp2,Gamma,0.131436767618762
H S16 EC.fif,C3-F4,Delta,0.035340061685960475
H S16 EC.fif,C3-F4,Theta,0.016113152845373166
H S16 EC.fif,C3-F4,Alpha,0.17652642285559306
H S16 EC.fif,C3-F4,Beta,0.010703598474984201
H S16 EC.fif,C3-F4,Gamma,0.007500169151027809
H S16 EC.fif,C3-C4,Delta,0.005923051251671067
H S16 EC.fif,C3-C4,Theta,0.03504203987823808
H S16 EC.fif,C3-C4,Alpha,0.06368413851399841
H S16 EC.fif,C3-C4,Beta,0.009249375364675991
H S16 EC.fif,C3-C4,Gamma,0.013281381459583387
H S16 EC.fif,C3-P4,Delta,0.01948338249740784
H S16 EC.fif,C3-P4,Theta,0.09834165339031659
H S16 EC.fif,C3-P4,Alpha,0.26833470945772897
H S16 EC.fif,C3-P4,Beta,0.05886950565566346
H S16 EC.fif,C3-P4,Gamma,0.011364927061253288
H S16 EC.fif,C3-O2,Delta,0.11032444299472341
H S16 EC.fif,C3-O2,Theta,0.19325361501483013
H S16 EC.fif,C3-O2,Alpha,0.45910093824145953
H S16 EC.fif,C3-O2,Beta,0.1177093820236041
H S16 EC.fif,C3-O2,Gamma,0.020625661811545064
H S16 EC.fif,C3-F8,Delta,0.2450006680805437
H S16 EC.fif,C3-F8,Theta,0.2072851471174688
H S16 EC.fif,C3-F8,Alpha,0.07405862735577498
H S16 EC.fif,C3-F8,Beta,0.06163731954789103
H S16 EC.fif,C3-F8,Gamma,0.03650806406173485
H S16 EC.fif,C3-T4,Delta,0.28050453683019755
H S16 EC.fif,C3-T4,Theta,0.35536165354032634
H S16 EC.fif,C3-T4,Alpha,0.1485356374263134
H S16 EC.fif,C3-T4,Beta,0.07180857537796125
H S16 EC.fif,C3-T4,Gamma,0.04384928778249006
H S16 EC.fif,C3-T6,Delta,0.23311973675724515
H S16 EC.fif,C3-T6,Theta,0.36732641310228303
H S16 EC.fif,C3-T6,Alpha,0.5453800426549592
H S16 EC.fif,C3-T6,Beta,0.15496851348678356
H S16 EC.fif,C3-T6,Gamma,0.015946072875909312
H S16 EC.fif,C3-Cz,Delta,0.3807907332593722
H S16 EC.fif,C3-Cz,Theta,0.27742150863716997
H S16 EC.fif,C3-Cz,Alpha,0.46160644932722966
H S16 EC.fif,C3-Cz,Beta,0.09419256512626464
H S16 EC.fif,C3-Cz,Gamma,0.024816103216624433
H S16 EC.fif,C3-Pz,Delta,0.11675843675965021
H S16 EC.fif,C3-Pz,Theta,0.056407634800070654
H S16 EC.fif,C3-Pz,Alpha,0.08020720764520739
H S16 EC.fif,C3-Pz,Beta,0.10594119263558306
H S16 EC.fif,C3-Pz,Gamma,0.21174551688558527
H S16 EC.fif,P3-O1,Delta,0.46229672723310716
H S16 EC.fif,P3-O1,Theta,0.39567260553844025
H S16 EC.fif,P3-O1,Alpha,0.3930898404752313
H S16 EC.fif,P3-O1,Beta,0.3403321600977998
H S16 EC.fif,P3-O1,Gamma,0.2714405778054958
H S16 EC.fif,P3-F7,Delta,0.15640661476588877
H S16 EC.fif,P3-F7,Theta,0.10984152815491005
H S16 EC.fif,P3-F7,Alpha,0.12014221520019504
H S16 EC.fif,P3-F7,Beta,0.03474954038829813
H S16 EC.fif,P3-F7,Gamma,0.05898193218554062
H S16 EC.fif,P3-T3,Delta,0.044961686868127404
H S16 EC.fif,P3-T3,Theta,0.034469290089152047
H S16 EC.fif,P3-T3,Alpha,0.016023792439591747
H S16 EC.fif,P3-T3,Beta,0.010637968469072282
H S16 EC.fif,P3-T3,Gamma,0.026310813795220604
H S16 EC.fif,P3-T5,Delta,0.5515743623229401
H S16 EC.fif,P3-T5,Theta,0.4074461656860585
H S16 EC.fif,P3-T5,Alpha,0.45240474444664475
H S16 EC.fif,P3-T5,Beta,0.5163485568009061
H S16 EC.fif,P3-T5,Gamma,0.5000933547481019
H S16 EC.fif,P3-Fz,Delta,0.19958034251448323
H S16 EC.fif,P3-Fz,Theta,0.1616466852191528
H S16 EC.fif,P3-Fz,Alpha,0.18758217599744528
H S16 EC.fif,P3-Fz,Beta,0.06777647915505866
H S16 EC.fif,P3-Fz,Gamma,0.022725698236891634
H S16 EC.fif,P3-Fp2,Delta,0.4803735748093289
H S16 EC.fif,P3-Fp2,Theta,0.38319795543907875
H S16 EC.fif,P3-Fp2,Alpha,0.36451309747468574
H S16 EC.fif,P3-Fp2,Beta,0.18158587531334872
H S16 EC.fif,P3-Fp2,Gamma,0.1350194473620194
H S16 EC.fif,P3-F4,Delta,0.44569713414139234
H S16 EC.fif,P3-F4,Theta,0.4175634709930154
H S16 EC.fif,P3-F4,Alpha,0.36426307898979826
H S16 EC.fif,P3-F4,Beta,0.22333130424911501
H S16 EC.fif,P3-F4,Gamma,0.14433209311000933
H S16 EC.fif,P3-C4,Delta,0.04004415547000596
H S16 EC.fif,P3-C4,Theta,0.10272950072801634
H S16 EC.fif,P3-C4,Alpha,0.1552596461367413
H S16 EC.fif,P3-C4,Beta,0.03955633845859852
H S16 EC.fif,P3-C4,Gamma,0.01752600171050889
H S16 EC.fif,P3-P4,Delta,0.10726798132754921
H S16 EC.fif,P3-P4,Theta,0.0680593544317575
H S16 EC.fif,P3-P4,Alpha,0.04486178754131357
H S16 EC.fif,P3-P4,Beta,0.03813420632761514
H S16 EC.fif,P3-P4,Gamma,0.13232066714131366
H S16 EC.fif,P3-O2,Delta,0.2130447175304264
H S16 EC.fif,P3-O2,Theta,0.12124583033772507
H S16 EC.fif,P3-O2,Alpha,0.08043399090647485
H S16 EC.fif,P3-O2,Beta,0.09693964905715122
H S16 EC.fif,P3-O2,Gamma,0.2653477476011331
H S16 EC.fif,P3-F8,Delta,0.5337448338586112
H S16 EC.fif,P3-F8,Theta,0.4546298819664672
H S16 EC.fif,P3-F8,Alpha,0.4633446193036761
H S16 EC.fif,P3-F8,Beta,0.25904245257129616
H S16 EC.fif,P3-F8,Gamma,0.23563971975202241
H S16 EC.fif,P3-T4,Delta,0.1881062188691058
H S16 EC.fif,P3-T4,Theta,0.2395247914135886
H S16 EC.fif,P3-T4,Alpha,0.2200454820596543
H S16 EC.fif,P3-T4,Beta,0.07980595429981405
H S16 EC.fif,P3-T4,Gamma,0.05600306231664416
H S16 EC.fif,P3-T6,Delta,0.04237932688985168
H S16 EC.fif,P3-T6,Theta,0.02959517625998194
H S16 EC.fif,P3-T6,Alpha,0.0364859374025476
H S16 EC.fif,P3-T6,Beta,0.03457113384809048
H S16 EC.fif,P3-T6,Gamma,0.04910836510846577
H S16 EC.fif,P3-Cz,Delta,0.04829385553792095
H S16 EC.fif,P3-Cz,Theta,0.018524550414779642
H S16 EC.fif,P3-Cz,Alpha,0.03297087979419973
H S16 EC.fif,P3-Cz,Beta,0.10629130442547374
H S16 EC.fif,P3-Cz,Gamma,0.3358802155231893
H S16 EC.fif,P3-Pz,Delta,0.5066497607389094
H S16 EC.fif,P3-Pz,Theta,0.35747498642024517
H S16 EC.fif,P3-Pz,Alpha,0.3576201133264378
H S16 EC.fif,P3-Pz,Beta,0.226817682867198
H S16 EC.fif,P3-Pz,Gamma,0.12120066535481445
H S16 EC.fif,O1-F7,Delta,0.14973321110010293
H S16 EC.fif,O1-F7,Theta,0.09896978309767342
H S16 EC.fif,O1-F7,Alpha,0.261806646301215
H S16 EC.fif,O1-F7,Beta,0.0923104415510473
H S16 EC.fif,O1-F7,Gamma,0.11533924472007753
H S16 EC.fif,O1-T3,Delta,0.017800511323887682
H S16 EC.fif,O1-T3,Theta,0.0074682310774679544
H S16 EC.fif,O1-T3,Alpha,0.03735082197321432
H S16 EC.fif,O1-T3,Beta,0.013163885116061882
H S16 EC.fif,O1-T3,Gamma,0.016808857163140428
H S16 EC.fif,O1-T5,Delta,0.5587998215448853
H S16 EC.fif,O1-T5,Theta,0.4403575330736666
H S16 EC.fif,O1-T5,Alpha,0.49595729082936124
H S16 EC.fif,O1-T5,Beta,0.4030474363245115
H S16 EC.fif,O1-T5,Gamma,0.33088298339686817
H S16 EC.fif,O1-Fz,Delta,0.4360588712685093
H S16 EC.fif,O1-Fz,Theta,0.3986586266806396
H S16 EC.fif,O1-Fz,Alpha,0.5816285836521331
H S16 EC.fif,O1-Fz,Beta,0.1592951307557253
H S16 EC.fif,O1-Fz,Gamma,0.007980333985798279
H S16 EC.fif,O1-Fp2,Delta,0.34380421861948834
H S16 EC.fif,O1-Fp2,Theta,0.23866399820816384
H S16 EC.fif,O1-Fp2,Alpha,0.45673970284269166
H S16 EC.fif,O1-Fp2,Beta,0.2093891807430103
H S16 EC.fif,O1-Fp2,Gamma,0.16669299931998277
H S16 EC.fif,O1-F4,Delta,0.395489199744938
H S16 EC.fif,O1-F4,Theta,0.4261224398293479
H S16 EC.fif,O1-F4,Alpha,0.5984588986023298
H S16 EC.fif,O1-F4,Beta,0.2243682387481923
H S16 EC.fif,O1-F4,Gamma,0.07350945759629726
H S16 EC.fif,O1-C4,Delta,0.11212258072379074
H S16 EC.fif,O1-C4,Theta,0.16655444674010877
H S16 EC.fif,O1-C4,Alpha,0.33176123679207453
H S16 EC.fif,O1-C4,Beta,0.07383783921094042
H S16 EC.fif,O1-C4,Gamma,0.009211088358234554
H S16 EC.fif,O1-P4,Delta,0.12115167556088044
H S16 EC.fif,O1-P4,Theta,0.07058602306362594
H S16 EC.fif,O1-P4,Alpha,0.15883430010403077
H S16 EC.fif,O1-P4,Beta,0.0927206921344443
H S16 EC.fif,O1-P4,Gamma,0.24348127341210998
H S16 EC.fif,O1-O2,Delta,0.667936688227362
H S16 EC.fif,O1-O2,Theta,0.48151565687795284
H S16 EC.fif,O1-O2,Alpha,0.5177491878381928
H S16 EC.fif,O1-O2,Beta,0.31581709238124295
H S16 EC.fif,O1-O2,Gamma,0.3162997575825919
H S16 EC.fif,O1-F8,Delta,0.2368011375377253
H S16 EC.fif,O1-F8,Theta,0.18022463089503982
H S16 EC.fif,O1-F8,Alpha,0.36731142142305173
H S16 EC.fif,O1-F8,Beta,0.14324677914999998
H S16 EC.fif,O1-F8,Gamma,0.11553516761583932
H S16 EC.fif,O1-T4,Delta,0.04551383081017074
H S16 EC.fif,O1-T4,Theta,0.044353925526070946
H S16 EC.fif,O1-T4,Alpha,0.06780197305317046
H S16 EC.fif,O1-T4,Beta,0.041378114892740854
H S16 EC.fif,O1-T4,Gamma,0.04312311419856545
H S16 EC.fif,O1-T6,Delta,0.2718257937916772
H S16 EC.fif,O1-T6,Theta,0.09351136692592403
H S16 EC.fif,O1-T6,Alpha,0.15657603380677398
H S16 EC.fif,O1-T6,Beta,0.05332626891822489
H S16 EC.fif,O1-T6,Gamma,0.13069333189591778
H S16 EC.fif,O1-Cz,Delta,0.07365501477615304
H S16 EC.fif,O1-Cz,Theta,0.10794205327834165
H S16 EC.fif,O1-Cz,Alpha,0.3647721570576476
H S16 EC.fif,O1-Cz,Beta,0.06913171298883224
H S16 EC.fif,O1-Cz,Gamma,0.052161589763372616
H S16 EC.fif,O1-Pz,Delta,0.23780427146367902
H S16 EC.fif,O1-Pz,Theta,0.12253754667142965
H S16 EC.fif,O1-Pz,Alpha,0.16675575554398503
H S16 EC.fif,O1-Pz,Beta,0.15462544490535612
H S16 EC.fif,O1-Pz,Gamma,0.20261568329283958
H S16 EC.fif,F7-T3,Delta,0.2056379179842656
H S16 EC.fif,F7-T3,Theta,0.3247002993773501
H S16 EC.fif,F7-T3,Alpha,0.26859767172282095
H S16 EC.fif,F7-T3,Beta,0.04562952690172206
H S16 EC.fif,F7-T3,Gamma,0.028278809047767185
H S16 EC.fif,F7-T5,Delta,0.039946763691554366
H S16 EC.fif,F7-T5,Theta,0.03461823228328243
H S16 EC.fif,F7-T5,Alpha,0.017896725458584273
H S16 EC.fif,F7-T5,Beta,0.008635267333207193
H S16 EC.fif,F7-T5,Gamma,0.019182146903473953
H S16 EC.fif,F7-Fz,Delta,0.056916904353478695
H S16 EC.fif,F7-Fz,Theta,0.0491093037588102
H S16 EC.fif,F7-Fz,Alpha,0.25054223866523656
H S16 EC.fif,F7-Fz,Beta,0.030531769857609765
H S16 EC.fif,F7-Fz,Gamma,0.016938977636564947
H S16 EC.fif,F7-Fp2,Delta,0.17996962203905761
H S16 EC.fif,F7-Fp2,Theta,0.2200167136740367
H S16 EC.fif,F7-Fp2,Alpha,0.40928149084375126
H S16 EC.fif,F7-Fp2,Beta,0.07255091408747379
H S16 EC.fif,F7-Fp2,Gamma,0.056066421688271154
H S16 EC.fif,F7-F4,Delta,0.03907650883933632
H S16 EC.fif,F7-F4,Theta,0.02343236462254363
H S16 EC.fif,F7-F4,Alpha,0.1868321303044963
H S16 EC.fif,F7-F4,Beta,0.016639562915614702
H S16 EC.fif,F7-F4,Gamma,0.01575360180526657
H S16 EC.fif,F7-C4,Delta,0.20363644143088175
H S16 EC.fif,F7-C4,Theta,0.24346493183892248
H S16 EC.fif,F7-C4,Alpha,0.07827133051107742
H S16 EC.fif,F7-C4,Beta,0.018418232789028714
H S16 EC.fif,F7-C4,Gamma,0.016882141391428716
H S16 EC.fif,F7-P4,Delta,0.31459952771400035
H S16 EC.fif,F7-P4,Theta,0.5081394980941523
H S16 EC.fif,F7-P4,Alpha,0.5555210337585174
H S16 EC.fif,F7-P4,Beta,0.23706587818024188
H S16 EC.fif,F7-P4,Gamma,0.21260859913819322
H S16 EC.fif,F7-O2,Delta,0.21722195720872833
H S16 EC.fif,F7-O2,Theta,0.23984073438149828
H S16 EC.fif,F7-O2,Alpha,0.3982141181694816
H S16 EC.fif,F7-O2,Beta,0.13166305108225512
H S16 EC.fif,F7-O2,Gamma,0.09696432742462807
H S16 EC.fif,F7-F8,Delta,0.02950217889886303
H S16 EC.fif,F7-F8,Theta,0.04733394749381317
H S16 EC.fif,F7-F8,Alpha,0.16035580172253472
H S16 EC.fif,F7-F8,Beta,0.023403321908630096
H S16 EC.fif,F7-F8,Gamma,0.008139737841463095
H S16 EC.fif,F7-T4,Delta,0.03358226697371701
H S16 EC.fif,F7-T4,Theta,0.04239328011124739
H S16 EC.fif,F7-T4,Alpha,0.010406289335268687
H S16 EC.fif,F7-T4,Beta,0.02363678278725729
H S16 EC.fif,F7-T4,Gamma,0.0268308502891392
H S16 EC.fif,F7-T6,Delta,0.26111376761458993
H S16 EC.fif,F7-T6,Theta,0.24286875928195645
H S16 EC.fif,F7-T6,Alpha,0.3201643272411774
H S16 EC.fif,F7-T6,Beta,0.16378800264026455
H S16 EC.fif,F7-T6,Gamma,0.17245460743553068
H S16 EC.fif,F7-Cz,Delta,0.10118696743601976
H S16 EC.fif,F7-Cz,Theta,0.1119278151340491
H S16 EC.fif,F7-Cz,Alpha,0.10588933706249708
H S16 EC.fif,F7-Cz,Beta,0.021912958786553086
H S16 EC.fif,F7-Cz,Gamma,0.055797113479411506
H S16 EC.fif,F7-Pz,Delta,0.3266166521005541
H S16 EC.fif,F7-Pz,Theta,0.40158698597203113
H S16 EC.fif,F7-Pz,Alpha,0.36519036650426234
H S16 EC.fif,F7-Pz,Beta,0.13379921992960792
H S16 EC.fif,F7-Pz,Gamma,0.1344920988551996
H S16 EC.fif,T3-T5,Delta,0.21629231563927184
H S16 EC.fif,T3-T5,Theta,0.3134187381828965
H S16 EC.fif,T3-T5,Alpha,0.10566176524024208
H S16 EC.fif,T3-T5,Beta,0.01999358962196428
H S16 EC.fif,T3-T5,Gamma,0.023973569494560126
H S16 EC.fif,T3-Fz,Delta,0.042235435245902696
H S16 EC.fif,T3-Fz,Theta,0.025642695961550808
H S16 EC.fif,T3-Fz,Alpha,0.06325881338835548
H S16 EC.fif,T3-Fz,Beta,0.019594139532888723
H S16 EC.fif,T3-Fz,Gamma,0.04435773029849105
H S16 EC.fif,T3-Fp2,Delta,0.01627776096483514
H S16 EC.fif,T3-Fp2,Theta,0.0203916896494453
H S16 EC.fif,T3-Fp2,Alpha,0.062030757807995746
H S16 EC.fif,T3-Fp2,Beta,0.023429064859528947
H S16 EC.fif,T3-Fp2,Gamma,0.02859176742759766
H S16 EC.fif,T3-F4,Delta,0.1880261725612937
H S16 EC.fif,T3-F4,Theta,0.08419017815270197
H S16 EC.fif,T3-F4,Alpha,0.05154978459047046
H S16 EC.fif,T3-F4,Beta,0.031419248723289245
H S16 EC.fif,T3-F4,Gamma,0.02174681390807875
H S16 EC.fif,T3-C4,Delta,0.2491157070693745
H S16 EC.fif,T3-C4,Theta,0.31078899330242843
H S16 EC.fif,T3-C4,Alpha,0.13273741452700624
H S16 EC.fif,T3-C4,Beta,0.050691199131538765
H S16 EC.fif,T3-C4,Gamma,0.0270165332146405
H S16 EC.fif,T3-P4,Delta,0.12467816584509706
H S16 EC.fif,T3-P4,Theta,0.3087671957990795
H S16 EC.fif,T3-P4,Alpha,0.31637866685099436
H S16 EC.fif,T3-P4,Beta,0.092364139074363
H S16 EC.fif,T3-P4,Gamma,0.044233047620422586
H S16 EC.fif,T3-O2,Delta,0.03724292546251063
H S16 EC.fif,T3-O2,Theta,0.08703198643486738
H S16 EC.fif,T3-O2,Alpha,0.16322775170813666
H S16 EC.fif,T3-O2,Beta,0.047476668657081264
H S16 EC.fif,T3-O2,Gamma,0.030494614301570095
H S16 EC.fif,T3-F8,Delta,0.042636047453973834
H S16 EC.fif,T3-F8,Theta,0.02676565388970594
H S16 EC.fif,T3-F8,Alpha,0.028583582441392134
H S16 EC.fif,T3-F8,Beta,0.033713277026983374
H S16 EC.fif,T3-F8,Gamma,0.023289775084242563
H S16 EC.fif,T3-T4,Delta,0.057189262192094345
H S16 EC.fif,T3-T4,Theta,0.07828360584879912
H S16 EC.fif,T3-T4,Alpha,0.03799294542107415
H S16 EC.fif,T3-T4,Beta,0.016984947693048848
H S16 EC.fif,T3-T4,Gamma,0.021929769470558177
H S16 EC.fif,T3-T6,Delta,0.07812460124012235
H S16 EC.fif,T3-T6,Theta,0.15367469518218432
H S16 EC.fif,T3-T6,Alpha,0.19450821787694045
H S16 EC.fif,T3-T6,Beta,0.06889758623708127
H S16 EC.fif,T3-T6,Gamma,0.04092384464278183
H S16 EC.fif,T3-Cz,Delta,0.06649156403402144
H S16 EC.fif,T3-Cz,Theta,0.08442146173043454
H S16 EC.fif,T3-Cz,Alpha,0.046362751488206115
H S16 EC.fif,T3-Cz,Beta,0.034657077543466204
H S16 EC.fif,T3-Cz,Gamma,0.049000634476089745
H S16 EC.fif,T3-Pz,Delta,0.05805309552670817
H S16 EC.fif,T3-Pz,Theta,0.15394427859860127
H S16 EC.fif,T3-Pz,Alpha,0.13038553222805946
H S16 EC.fif,T3-Pz,Beta,0.0334021306465307
H S16 EC.fif,T3-Pz,Gamma,0.010613632452864235
H S16 EC.fif,T5-Fz,Delta,0.3965225951342025
H S16 EC.fif,T5-Fz,Theta,0.21805724776101992
H S16 EC.fif,T5-Fz,Alpha,0.3179869912708784
H S16 EC.fif,T5-Fz,Beta,0.08248077875536014
H S16 EC.fif,T5-Fz,Gamma,0.02317250535584345
H S16 EC.fif,T5-Fp2,Delta,0.27337230848826743
H S16 EC.fif,T5-Fp2,Theta,0.11713494654453631
H S16 EC.fif,T5-Fp2,Alpha,0.16136028265579205
H S16 EC.fif,T5-Fp2,Beta,0.08687477026025099
H S16 EC.fif,T5-Fp2,Gamma,0.0723649490033109
H S16 EC.fif,T5-F4,Delta,0.53105093060449
H S16 EC.fif,T5-F4,Theta,0.35405494388801806
H S16 EC.fif,T5-F4,Alpha,0.4124618993372707
H S16 EC.fif,T5-F4,Beta,0.2178663893319709
H S16 EC.fif,T5-F4,Gamma,0.13976767081071031
H S16 EC.fif,T5-C4,Delta,0.21935282134804637
H S16 EC.fif,T5-C4,Theta,0.3559348080907906
H S16 EC.fif,T5-C4,Alpha,0.4014862413991325
H S16 EC.fif,T5-C4,Beta,0.0837170460130525
H S16 EC.fif,T5-C4,Gamma,0.009965926117233697
H S16 EC.fif,T5-P4,Delta,0.02490261913970775
H S16 EC.fif,T5-P4,Theta,0.06459384233045085
H S16 EC.fif,T5-P4,Alpha,0.04043023595657754
H S16 EC.fif,T5-P4,Beta,0.02448585173002312
H S16 EC.fif,T5-P4,Gamma,0.0726049124031929
H S16 EC.fif,T5-O2,Delta,0.26421732873333764
H S16 EC.fif,T5-O2,Theta,0.07735568403312096
H S16 EC.fif,T5-O2,Alpha,0.09238825081007265
